review,rating,date,bank,source,sentiment_score,sentiment_label,keywords,themes
good,5,2025-09-22,Dashen,Google Play,0.4404,positive,['good'],['Other']
Good,4,2025-09-19,Dashen,Google Play,0.4404,positive,['good'],['Other']
The worst app. It needs updating everyday. Ouch 🤕,1,2025-09-19,Dashen,Google Play,-0.6249,negative,"['bad', 'app', 'everyday', 'ouch']",['User Interface & Experience']
safe and secure,3,2025-09-18,Dashen,Google Play,0.6486,positive,"['safe', 'secure']",['Other']
በጣም ምቹ ነው,4,2025-09-15,Dashen,Google Play,0.0,neutral,[],['Other']
"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Dashen,Google Play,0.6124,positive,"['snmsung', 'galaxy', 'f15']",['Other']
good,5,2025-09-13,Dashen,Google Play,0.4404,positive,['good'],['Other']
Your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Dashen,Google Play,-0.395,negative,"['staff', 'app', 'employee']",['User Interface & Experience']
ዳሺባክ,5,2025-09-11,Dashen,Google Play,0.0,neutral,[],['Other']
total,5,2025-09-11,Dashen,Google Play,0.0,neutral,['total'],['Other']
good,5,2025-09-10,Dashen,Google Play,0.4404,positive,['good'],['Other']
dashen super app is the best,5,2025-09-10,Dashen,Google Play,0.8442,positive,"['dashen', 'super', 'app', 'good']",['User Interface & Experience']
zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,5,2025-09-09,Dashen,Google Play,0.0,neutral,[],['Other']
not werke,2,2025-09-08,Dashen,Google Play,0.0,neutral,[],['Other']
what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Dashen,Google Play,-0.6249,negative,"['dashen', 'bank', 'bad', 'banking', 'app', 'slow', 'service', 'time']","['Transaction Performance', 'User Interface & Experience', 'Customer Support']"
simple and easy to use,5,2025-09-08,Dashen,Google Play,0.4404,positive,"['simple', 'easy']",['User Interface & Experience']
meke,4,2025-09-07,Dashen,Google Play,0.0,neutral,['meke'],['Other']
"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",1,2025-09-07,Dashen,Google Play,-0.7713,negative,"['great', 'app', 'lot', 'load', 'lot', 'error', 'money']",['User Interface & Experience']
bad specialy at weekends,1,2025-09-07,Dashen,Google Play,-0.5423,negative,"['bad', 'specialy', 'weekend']",['Other']
"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen,Google Play,0.7522,positive,"['disappointed', 'dashin', 'bank', 'super', 'app', 'app', 'birr', 'money', 'airtime', 'birr', 'money', 'bank', 'money', 'national', 'bank', 'ethiopia', 'nbe', 'rule', 'birr', 'withdrawable', 'airtime', 'friend', 'bank', 'restriction', 'rule', 'unfa']",['User Interface & Experience']
It is good apps but it needs strong network,5,2025-09-06,Dashen,Google Play,0.7506,positive,"['good', 'app', 'strong', 'network']",['User Interface & Experience']
very slow,3,2025-09-06,Dashen,Google Play,0.0,neutral,['slow'],['Transaction Performance']
The app doesn't allow to switch between accounts. Why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Dashen,Google Play,-0.1695,negative,"['app', 'account', 'possible', 'account', 'app', 'account', 'different', 'branch']","['Account Access Issues', 'User Interface & Experience']"
lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Dashen,Google Play,0.0,neutral,"['lacag', 'inaad', 'amaahisan', 'somalida', 'maxaad', 'ku', 'diiden']",['Other']
Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Dashen,Google Play,0.9245,positive,"['dashin', 'mobile', 'banking', 'wor', 'app', 'ethiopian', 'bank', 'app', 'amole', 'good', 'app', 'flexible', 'reliable', 'good', 'app', 'user', 'new', 'device', 'bank']",['User Interface & Experience']
"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",3,2025-09-04,Dashen,Google Play,-0.0027,neutral,"['app', 'potential', 'qr', 'payment', 'feature', 'scanner', 'option', 'qr', 'code', 'gallery', 'qr', 'code', 'impossible', 'app']","['Transaction Performance', 'User Interface & Experience', 'Features']"
"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Dashen,Google Play,-0.3066,negative,"['slow', 'transaction', 'multiple', 'time', 'previous', 'app', 'well']","['Transaction Performance', 'User Interface & Experience']"
great 👍,5,2025-09-02,Dashen,Google Play,0.6249,positive,['great'],['Other']
"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",1,2025-09-01,Dashen,Google Play,-0.6444,negative,"['super', 'idiot', 'app', '1it', 'phone', 'setting', 'developer', '3it', 'need', 'multiple', 'money', 'bad', 'mobile', 'app']",['User Interface & Experience']
good,2,2025-09-01,Dashen,Google Play,0.4404,positive,['good'],['Other']
dashin bank,5,2025-08-30,Dashen,Google Play,0.0,neutral,"['dashin', 'bank']",['Other']
muhaammad bakko,5,2025-08-30,Dashen,Google Play,0.0,neutral,"['muhaammad', 'bakko']",['Other']
goog,5,2025-08-29,Dashen,Google Play,0.0,neutral,['goog'],['Other']
un functional app,1,2025-08-29,Dashen,Google Play,0.0,neutral,"['un', 'functional', 'app']",['User Interface & Experience']
trnes far,5,2025-08-27,Dashen,Google Play,0.0,neutral,['trne'],['Other']
excellent,5,2025-08-26,Dashen,Google Play,0.5719,positive,['excellent'],['Other']
shimalis,4,2025-08-25,Dashen,Google Play,0.0,neutral,['shimali'],['Other']
አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም ።,3,2025-08-24,Dashen,Google Play,0.0,neutral,[],['Other']
excellent mobile banking digital,5,2025-08-24,Dashen,Google Play,0.5719,positive,"['excellent', 'mobile', 'banking', 'digital']",['Other']
"Excellent, and it's truly a super app!",5,2025-08-24,Dashen,Google Play,0.8955,positive,"['excellent', 'super', 'app']",['User Interface & Experience']
nice app,4,2025-08-23,Dashen,Google Play,0.4215,positive,"['nice', 'app']",['User Interface & Experience']
very nice app,5,2025-08-23,Dashen,Google Play,0.4754,positive,"['nice', 'app']",['User Interface & Experience']
can't access as will if it's super and can't even access the service when you need it's a big failure,1,2025-08-22,Dashen,Google Play,0.1531,positive,"['super', 'service', 'big', 'failure']",['Customer Support']
seche,1,2025-08-22,Dashen,Google Play,0.0,neutral,['seche'],['Other']
very fast bank,5,2025-08-22,Dashen,Google Play,0.0,neutral,"['fast', 'bank']",['Other']
good and well,5,2025-08-22,Dashen,Google Play,0.6124,positive,['good'],['Other']
what a bank it is,5,2025-08-22,Dashen,Google Play,0.0,neutral,['bank'],['Other']
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,2,2025-08-21,Dashen,Google Play,0.8591,positive,"['dashen', 'super', 'app', 'selection', 'customer', 'accessible', 'friendly']","['User Interface & Experience', 'Customer Support']"
great app,5,2025-08-20,Dashen,Google Play,0.6249,positive,"['great', 'app']",['User Interface & Experience']
nic,5,2025-08-20,Dashen,Google Play,0.0,neutral,['nic'],['Other']
easy to use and the best one,5,2025-08-17,Dashen,Google Play,0.7964,positive,"['easy', 'good']",['User Interface & Experience']
it is totally work of failure. I personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Dashen,Google Play,-0.1627,negative,"['work', 'failure', 'dashen', 'amole', 'super', 'dull', 'app']",['User Interface & Experience']
very good app,5,2025-08-16,Dashen,Google Play,0.4927,positive,"['good', 'app']",['User Interface & Experience']
The worst banking app in Ethiopia. It forces you to change your PIN every three months.,1,2025-08-16,Dashen,Google Play,-0.6249,negative,"['bad', 'banking', 'app', 'ethiopia', 'pin', 'month']",['User Interface & Experience']
አሪፍ,5,2025-08-15,Dashen,Google Play,0.0,neutral,[],['Other']
best but USSD is necessary,5,2025-08-15,Dashen,Google Play,0.3818,positive,"['good', 'ussd', 'necessary']",['Other']
"one step forward, Ethiopian bank and e commerce industry",5,2025-08-15,Dashen,Google Play,0.0,neutral,"['step', 'ethiopian', 'bank', 'e', 'commerce', 'industry']",['Other']
still it's essay for user,4,2025-08-15,Dashen,Google Play,0.0,neutral,"['essay', 'user']",['Other']
"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",1,2025-08-15,Dashen,Google Play,0.4019,positive,"['great', 'app', 'outside', 'ethiopia', 'vpn', 'disable', 'vpn', 'app', 'vpn', 'cbe', 'access', 'bank', 'account']","['Account Access Issues', 'User Interface & Experience']"
"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",3,2025-08-14,Dashen,Google Play,0.8735,positive,"['easy', 'possible', 'email', 'address', 'app', 'support', 'gmail', 'pl']","['User Interface & Experience', 'Customer Support']"
good,5,2025-08-14,Dashen,Google Play,0.4404,positive,['good'],['Other']
"There are plenty of features missed e. g electricity bill, water bill payments",2,2025-08-14,Dashen,Google Play,-0.296,negative,"['plenty', 'feature', 'e', 'electricity', 'bill', 'water', 'bill', 'payment']","['Transaction Performance', 'Features']"
የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,5,2025-08-14,Dashen,Google Play,0.0,neutral,[],['Other']
በጣም ችግር አለበት,1,2025-08-14,Dashen,Google Play,0.0,neutral,[],['Other']
best,5,2025-08-14,Dashen,Google Play,0.6369,positive,[],['Other']
great 👍 app,5,2025-08-13,Dashen,Google Play,0.6249,positive,"['great', 'app']",['User Interface & Experience']
"its a very low quality and slow application, very unreliable in times of need",1,2025-08-13,Dashen,Google Play,-0.3384,negative,"['low', 'quality', 'slow', 'application', 'unreliable', 'time', 'need']",['Transaction Performance']
ok,5,2025-08-13,Dashen,Google Play,0.296,positive,[],['Other']
ok,5,2025-08-13,Dashen,Google Play,0.296,positive,[],['Other']
very poor and time taking to use,1,2025-08-13,Dashen,Google Play,-0.5256,negative,"['poor', 'time']",['Other']
it is the best app ever i have seen Dashen bank always one step a head!!!!,5,2025-08-13,Dashen,Google Play,0.7482,positive,"['good', 'app', 'bank', 'step', 'head']",['User Interface & Experience']
the new version is so good I like it,5,2025-08-13,Dashen,Google Play,0.7593,positive,"['new', 'version', 'good']",['Other']
excellent,5,2025-08-13,Dashen,Google Play,0.5719,positive,['excellent'],['Other']
good,3,2025-08-13,Dashen,Google Play,0.4404,positive,['good'],['Other']
Good,3,2025-08-12,Dashen,Google Play,0.4404,positive,['good'],['Other']
good job my dashen super app,5,2025-08-12,Dashen,Google Play,0.7783,positive,"['good', 'job', 'dashen', 'super', 'app']",['User Interface & Experience']
Some connection issues,3,2025-08-12,Dashen,Google Play,0.0,neutral,"['connection', 'issue']",['Other']
verry slow app 🤢,1,2025-08-12,Dashen,Google Play,0.0,neutral,"['slow', 'app']","['Transaction Performance', 'User Interface & Experience']"
best bauget app,5,2025-08-12,Dashen,Google Play,0.6369,positive,"['good', 'bauget', 'app']",['User Interface & Experience']
its good but he said uptede me 😠🤕,2,2025-08-12,Dashen,Google Play,0.2382,positive,['good'],['Other']
network issue,1,2025-08-12,Dashen,Google Play,0.0,neutral,"['network', 'issue']",['Other']
እንጠቀምበት,5,2025-08-12,Dashen,Google Play,0.0,neutral,[],['Other']
nice,5,2025-08-12,Dashen,Google Play,0.4215,positive,['nice'],['Other']
fast and easy to use great App.,5,2025-08-12,Dashen,Google Play,0.7906,positive,"['easy', 'great', 'app']",['User Interface & Experience']
Best Performing and Fast Financial app,5,2025-08-12,Dashen,Google Play,0.6369,positive,"['performing', 'fast', 'financial', 'app']",['User Interface & Experience']
good,5,2025-08-12,Dashen,Google Play,0.4404,positive,['good'],['Other']
well done keep it up,5,2025-08-12,Dashen,Google Play,0.2732,positive,[],['Other']
good but it takes forever to load,3,2025-08-12,Dashen,Google Play,0.2382,positive,['good'],['Other']
"It's very good, but there are some things that need to be improved by (speed & receipt view) to be competitive with the companies in the country, i.e.cbe&telebirr.",4,2025-08-12,Dashen,Google Play,0.8072,positive,"['good', 'thing', 'speed', 'receipt', 'view', 'competitive', 'company', 'country', 'iecbetelebirr']",['Other']
my favorite 💗💗💗,5,2025-08-11,Dashen,Google Play,0.4588,positive,['favorite'],['Other']
Good app,5,2025-08-11,Dashen,Google Play,0.4404,positive,"['good', 'app']",['User Interface & Experience']
Good,5,2025-08-11,Dashen,Google Play,0.4404,positive,['good'],['Other']
"This is boring Mobile banking app, it is not work properly .so slow!",1,2025-08-11,Dashen,Google Play,-0.3802,negative,"['boring', 'mobile', 'banking', 'app', 'slow']","['Transaction Performance', 'User Interface & Experience']"
"improve the app, please. it is not working. It says response timeout",1,2025-08-10,Dashen,Google Play,0.6369,positive,"['app', 'response', 'timeout']",['User Interface & Experience']
modern perfect app interface with the best banking tools 👏,5,2025-08-09,Dashen,Google Play,0.836,positive,"['modern', 'perfect', 'app', 'interface', 'good', 'banking', 'tool']",['User Interface & Experience']
when i tried to open the app it re-downloading something big 3GB 4GB size and after 3 hours late it will open. it's my experience Very worst app it isn't lite app not works in every situation of networks.,1,2025-08-08,Dashen,Google Play,-0.659,negative,"['app', 'big', 'gb', 'size', 'hour', 'experience', 'bad', 'app', 'lite', 'app', 'situation', 'network']",['User Interface & Experience']
"poor, glitch stack",1,2025-08-07,Dashen,Google Play,-0.4767,negative,"['poor', 'glitch', 'stack']",['Other']
slowest banking app ever used,3,2025-08-07,Dashen,Google Play,0.0,neutral,"['slow', 'banking', 'app']","['Transaction Performance', 'User Interface & Experience']"
Good,1,2025-08-06,Dashen,Google Play,0.4404,positive,['good'],['Other']
Good 👍,5,2025-08-05,Dashen,Google Play,0.4404,positive,['good'],['Other']
Dashen Bank super app is the best app,5,2025-08-05,Dashen,Google Play,0.8442,positive,"['dashen', 'bank', 'super', 'app', 'good', 'app']",['User Interface & Experience']
best,5,2025-08-02,Dashen,Google Play,0.6369,positive,[],['Other']
would most likely rate it even less but it does have it's perks. But for the most part the whole app is filled with bugs and it stops being responsive almost everytime. Besides some new features and the new UI design I most definitely prefer the old amole Version. either fix this mess or bring back Amole,2,2025-08-01,Dashen,Google Play,0.3668,positive,"['perk', 'app', 'bug', 'responsive', 'new', 'feature', 'new', 'ui', 'design', 'old', 'amole', 'version', 'mess', 'amole']","['User Interface & Experience', 'Features']"
sometimes is not working to be honest,1,2025-08-01,Dashen,Google Play,0.5106,positive,['honest'],['Other']
ok,4,2025-08-01,Dashen,Google Play,0.296,positive,[],['Other']
very good app,5,2025-07-30,Dashen,Google Play,0.4927,positive,"['good', 'app']",['User Interface & Experience']
Why isn't this app working?,5,2025-07-29,Dashen,Google Play,0.0,neutral,['app'],['User Interface & Experience']
network error,5,2025-07-29,Dashen,Google Play,-0.4019,negative,"['network', 'error']",['Other']
fast,5,2025-07-29,Dashen,Google Play,0.0,neutral,['fast'],['Other']
100 good,5,2025-07-29,Dashen,Google Play,0.4404,positive,['good'],['Other']
ok,5,2025-07-29,Dashen,Google Play,0.296,positive,[],['Other']
Good,5,2025-07-28,Dashen,Google Play,0.4404,positive,['good'],['Other']
It stop working most of the time.,2,2025-07-28,Dashen,Google Play,-0.296,negative,['time'],['Other']
i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can't open it if u have solution's pls help me kindly tnx,1,2025-07-28,Dashen,Google Play,0.9349,positive,"['app', 'month', 'app', 'solution']",['User Interface & Experience']
wow,5,2025-07-26,Dashen,Google Play,0.5859,positive,[],['Other']
Best app,5,2025-07-25,Dashen,Google Play,0.6369,positive,"['good', 'app']",['User Interface & Experience']
"Simple for usage and well designed, attractive in its visual design, ""Always One Step Ahead""",5,2025-07-24,Dashen,Google Play,0.6124,positive,"['simple', 'usage', 'attractive', 'visual', 'design', 'step']",['User Interface & Experience']
amazing product,5,2025-07-23,Dashen,Google Play,0.5859,positive,"['amazing', 'product']",['Other']
"this app is not good and compatible with other Ethiopian bank apps, it is not fast, is stacks sometimes ,even some days it stops working at all.",1,2025-07-23,Dashen,Google Play,-0.4599,negative,"['app', 'good', 'compatible', 'ethiopian', 'bank', 'app', 'fast', 'stack', 'day']",['User Interface & Experience']
ok,5,2025-07-22,Dashen,Google Play,0.296,positive,[],['Other']
like it,5,2025-07-22,Dashen,Google Play,0.3612,positive,[],['Other']
Great always one step ahead and most reliable bank,5,2025-07-22,Dashen,Google Play,0.6249,positive,"['great', 'step', 'reliable', 'bank']",['Other']
u need to start cash out service,4,2025-07-22,Dashen,Google Play,0.0,neutral,['service'],['Customer Support']
all in one super app,5,2025-07-21,Dashen,Google Play,0.5994,positive,"['super', 'app']",['User Interface & Experience']
Fayla,5,2025-07-20,Dashen,Google Play,0.0,neutral,[],['Other']
"The app even in its' first phase is too far one step booster that enables a user to perform a seamless Banking service with multi step security features at his/her comfort zone. It really assured that Dashen Bank is living the Logo ""ALWAYS ONE STEP AHEAD""",5,2025-07-20,Dashen,Google Play,0.7713,positive,"['app', 'phase', 'step', 'booster', 'user', 'seamless', 'banking', 'service', 'multi', 'step', 'security', 'feature', 'hisher', 'comfort', 'zone', 'dashen', 'bank', 'logo', 'step']","['User Interface & Experience', 'Customer Support', 'Features']"
ይሄ App ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,5,2025-07-19,Dashen,Google Play,0.0,neutral,['app'],['User Interface & Experience']
"Best App .. Good job, Dashen Bank",5,2025-07-16,Dashen,Google Play,0.7964,positive,"['good', 'app', 'good', 'job', 'dashen', 'bank']",['User Interface & Experience']
good application,5,2025-07-15,Dashen,Google Play,0.4404,positive,"['good', 'application']",['Other']
Excellent App ...,5,2025-07-15,Dashen,Google Play,0.5719,positive,"['excellent', 'app']",['User Interface & Experience']
the worst app I have ever seen,1,2025-07-14,Dashen,Google Play,-0.6249,negative,"['bad', 'app']",['User Interface & Experience']
very good compared to Amole!,5,2025-07-13,Dashen,Google Play,0.54,positive,['good'],['Other']
"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,2025-07-12,Dashen,Google Play,-0.1007,negative,"['secure', 'slow', 'mobile', 'banking', 'app', 'lazy', 'app']","['Transaction Performance', 'User Interface & Experience']"
👍😊😊😊,5,2025-07-12,Dashen,Google Play,0.0,neutral,[],['Other']
nice,5,2025-07-12,Dashen,Google Play,0.4215,positive,['nice'],['Other']
Great application,5,2025-07-12,Dashen,Google Play,0.6249,positive,"['great', 'application']",['Other']
very nice app,4,2025-07-11,Dashen,Google Play,0.4754,positive,"['nice', 'app']",['User Interface & Experience']
I am entreated app.,5,2025-07-09,Dashen,Google Play,0.0,neutral,['app'],['User Interface & Experience']
Cannot list the number of bugs with this pile of human waste. The absolute worst banking app I have ever used. 50 steps backwards. DO NOT RECOMMEND.,1,2025-07-02,Dashen,Google Play,-0.8681,negative,"['number', 'bug', 'pile', 'human', 'waste', 'absolute', 'bad', 'banking', 'app', 'step']",['User Interface & Experience']
best app with best bank,5,2025-07-02,Dashen,Google Play,0.8555,positive,"['good', 'app', 'good', 'bank']",['User Interface & Experience']
alway slow loading,1,2025-06-30,Dashen,Google Play,0.0,neutral,"['slow', 'loading']",['Transaction Performance']
Best,5,2025-06-29,Dashen,Google Play,0.6369,positive,[],['Other']
good,5,2025-06-27,Dashen,Google Play,0.4404,positive,['good'],['Other']
"worst app ever and by any chance your account is deactivated, you are doomed",1,2025-06-27,Dashen,Google Play,-0.8074,negative,"['bad', 'app', 'chance', 'account']","['Account Access Issues', 'User Interface & Experience']"
nice,5,2025-06-26,Dashen,Google Play,0.4215,positive,['nice'],['Other']
Ethiopian amazing`s Dashen Bank🤝👌,3,2025-06-25,Dashen,Google Play,0.0,neutral,"['ethiopian', 'amazing', 'dashen', 'bank']",['Other']
"It's an unpredictable app, I can't make transactions, and now I can't even get the OTP! So it's going from bad to worse! Thank goodness the Amole Dashen app still exists.",1,2025-06-25,Dashen,Google Play,-0.3987,negative,"['unpredictable', 'app', 'transaction', 'otp', 'bad', 'bad', 'goodness', 'amole', 'app']","['Transaction Performance', 'User Interface & Experience']"
nice app but limit up to max 600000,5,2025-06-24,Dashen,Google Play,0.2263,positive,"['nice', 'app', 'max']",['User Interface & Experience']
wow,5,2025-06-22,Dashen,Google Play,0.5859,positive,[],['Other']
Super,5,2025-06-21,Dashen,Google Play,0.5994,positive,['super'],['Other']
"I would be happy if I got a withdraw system in the application. Otherwise, everything is fine for me",4,2025-06-18,Dashen,Google Play,0.6705,positive,"['happy', 'withdraw', 'system', 'application', 'fine']",['Other']
nice app but transaction limet not enough,5,2025-06-17,Dashen,Google Play,0.2263,positive,"['nice', 'app', 'transaction']","['Transaction Performance', 'User Interface & Experience']"
"It's an amazing application to use bank transactions in Ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,2025-06-14,Dashen,Google Play,-0.2003,negative,"['amazing', 'application', 'bank', 'transaction', 'ethiopia', 'friendly', 'account', 'link', 'mobile', 'ver', 'difficult', 'pls']","['Account Access Issues', 'Transaction Performance']"
incredible,5,2025-06-14,Dashen,Google Play,0.0,neutral,['incredible'],['Other']
perfect,4,2025-06-14,Dashen,Google Play,0.5719,positive,['perfect'],['Other']
Dashen Bank My Choice🇪🇹✌️💫,4,2025-06-13,Dashen,Google Play,0.0,neutral,['choice'],['Other']
very simple and user friendly app Thank you Dashen Bank,5,2025-06-12,Dashen,Google Play,0.6908,positive,"['simple', 'user', 'friendly', 'app', 'bank']",['User Interface & Experience']
wow,5,2025-06-12,Dashen,Google Play,0.5859,positive,[],['Other']
very good .,5,2025-06-09,Dashen,Google Play,0.4927,positive,['good'],['Other']
wow,5,2025-06-09,Dashen,Google Play,0.5859,positive,[],['Other']
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen,Google Play,0.5106,positive,"['mobile', 'banking', 'app', 'overall', 'user', 'interface', 'navigation', 'awesome', 'instant', 'response', 'money']",['User Interface & Experience']
love,3,2025-06-06,Dashen,Google Play,0.6369,positive,['love'],['Other']
መቸሸጠ,5,2025-06-03,Dashen,Google Play,0.0,neutral,[],['Other']
wow,5,2025-06-03,Dashen,Google Play,0.5859,positive,[],['Other']
gadaa,5,2025-06-01,Dashen,Google Play,0.0,neutral,['gadaa'],['Other']
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,Google Play,0.0,neutral,"['massive', 'upgrade', 'amole', 'app']",['User Interface & Experience']
good,4,2025-05-31,Dashen,Google Play,0.4404,positive,['good'],['Other']
very good for this app,5,2025-05-31,Dashen,Google Play,0.4927,positive,"['good', 'app']",['User Interface & Experience']
top,5,2025-05-31,Dashen,Google Play,0.2023,positive,[],['Other']
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,Google Play,0.2382,positive,"['app', 'amole', 'biometric', 'new', 'update']","['User Interface & Experience', 'Features']"
Wow,5,2025-05-30,Dashen,Google Play,0.5859,positive,[],['Other']
good,5,2025-05-30,Dashen,Google Play,0.4404,positive,['good'],['Other']
wow to it saff and this app,5,2025-05-30,Dashen,Google Play,0.5859,positive,"['saff', 'app']",['User Interface & Experience']
it too slow,3,2025-05-29,Dashen,Google Play,0.0,neutral,['slow'],['Transaction Performance']
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,Google Play,0.0,neutral,[],['Other']
👍👍👍,5,2025-05-28,Dashen,Google Play,0.0,neutral,[],['Other']
good,5,2025-05-28,Dashen,Google Play,0.4404,positive,['good'],['Other']
nice application,5,2025-05-27,Dashen,Google Play,0.4215,positive,"['nice', 'application']",['Other']
good,5,2025-05-27,Dashen,Google Play,0.4404,positive,['good'],['Other']
wow,5,2025-05-27,Dashen,Google Play,0.5859,positive,[],['Other']
useless app ever loading take long,1,2025-05-27,Dashen,Google Play,-0.4215,negative,"['useless', 'app']",['User Interface & Experience']
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,Google Play,0.979,positive,"['game', 'changer', 'app', 'dashen', 'bank', 'super', 'app', 'secure', 'easy', 'threeclick', 'payment', 'money', 'quick', 'qr', 'code', 'payment', 'perfect', 'cashless', 'shopping', 'biometric', 'login', 'easy', 'airtime', 'bill', 'payment', 'place', 'bank', 'bar', 'digital', 'banking', 'ethiopia']","['Account Access Issues', 'Transaction Performance', 'User Interface & Experience']"
very useful App,1,2025-05-26,Dashen,Google Play,0.4927,positive,"['useful', 'app']",['User Interface & Experience']
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,Google Play,-0.6842,negative,"['simple', 'robust', 'feature', 'endless', 'loading', 'screen', 'funi', 'day', 'glitch', 'ill', 'yeet', 'high', 'rating']",['Features']
Wawww,5,2025-05-24,Dashen,Google Play,0.0,neutral,['wawww'],['Other']
very Nice,5,2025-05-23,Dashen,Google Play,0.4754,positive,['nice'],['Other']
its best,5,2025-05-23,Dashen,Google Play,0.6369,positive,['good'],['Other']
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,Google Play,-0.3412,negative,"['good', 'mobile', 'bank', 'app']",['User Interface & Experience']
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,Google Play,0.9628,positive,"['good', 'good', 'financial', 'freedom', 'experience', 'seamless', 'banking', 'fingertip', 'dashen', 'bank', 'financial', 'freedom', 'innovation', 'convenience', 'dashen', 'bank', 'mobile', 'banking', 'innovation', 'convenience', 'secure', 'reliable', 'bank', 'confidence']",['Other']
wow,5,2025-05-20,Dashen,Google Play,0.5859,positive,[],['Other']
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,Google Play,0.631,positive,"['version', 'comment', 'feed', 'version', 'superapp', 'mot', 'today']",['Other']
good,5,2025-05-20,Dashen,Google Play,0.4404,positive,['good'],['Other']
its best,5,2025-05-19,Dashen,Google Play,0.6369,positive,['good'],['Other']
The best app ever in finance sector,5,2025-05-18,Dashen,Google Play,0.6369,positive,"['good', 'app', 'finance', 'sector']",['User Interface & Experience']
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen,Google Play,0.5554,positive,"['good', 'app', 'compitator', 'user', 'inter', 'pin', 'litrecy', 'level', 'society', 'device', 'need', 'otp']",['User Interface & Experience']
dashen bank or dashen super app?,1,2025-05-17,Dashen,Google Play,0.5994,positive,"['dashen', 'bank', 'super', 'app']",['User Interface & Experience']
wowwwe app,5,2025-05-17,Dashen,Google Play,0.0,neutral,"['wowwwe', 'app']",['User Interface & Experience']
