review,rating,date,bank,source,sentiment_score,sentiment_label,keywords,themes
Best app,5,2025-08-18,CBE,Google Play,0.6369,positive,"['good', 'app']",['User Interface & Experience']
change mobile banking CBE,5,2025-08-18,CBE,Google Play,0.0,neutral,"['mobile', 'banking', 'cbe']",['Other']
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,Google Play,0.1999,positive,"['process', 'updating', 'easy', 'screenshot', 'instant', 'evidence', 'transaction']","['Transaction Performance', 'User Interface & Experience']"
Adisi Deti,5,2025-08-17,CBE,Google Play,0.0,neutral,"['adisi', 'deti']",['Other']
good,5,2025-08-17,CBE,Google Play,0.4404,positive,['good'],['Other']
this app is the good apps,5,2025-08-17,CBE,Google Play,0.4404,positive,"['app', 'good', 'app']",['User Interface & Experience']
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,CBE,Google Play,0.3182,positive,"['recent', 'transaction', 'evene', 'refresh', 'transaction']",['Transaction Performance']
congra ethio,5,2025-08-15,CBE,Google Play,0.0,neutral,"['congra', 'ethio']",['Other']
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,Google Play,0.0,neutral,[],['Other']
nice,3,2025-08-14,CBE,Google Play,0.4215,positive,['nice'],['Other']
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,CBE,Google Play,0.2023,positive,"['compatible', 'new', 'android', 'version', 'solution']",['Other']
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,CBE,Google Play,-0.1027,negative,"['transferring', 'problem', 'time', 'transfer', 'cbe', 'mobile', 'banking', 'tele', 'birr', 'account', 'day']","['Account Access Issues', 'Transaction Performance']"
this APK Best for most of people,5,2025-08-13,CBE,Google Play,0.6369,positive,"['apk', 'good', 'people']",['Other']
good keep it up,5,2025-08-13,CBE,Google Play,0.4404,positive,['good'],['Other']
very nice app,5,2025-08-12,CBE,Google Play,0.4754,positive,"['nice', 'app']",['User Interface & Experience']
Most of the time either the app or *889# don't work,2,2025-08-12,CBE,Google Play,0.0,neutral,"['time', 'app']",['User Interface & Experience']
cbe. noor,2,2025-08-12,CBE,Google Play,0.0,neutral,"['cbe', 'noor']",['Other']
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,Google Play,0.1486,positive,"['app', 'device', 'internet', 'appropriate', 'hucking', 'malicious', 'activity']",['User Interface & Experience']
nice,5,2025-08-12,CBE,Google Play,0.4215,positive,['nice'],['Other']
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,Google Play,0.0,neutral,[],['Other']
this is so good,5,2025-08-11,CBE,Google Play,0.5777,positive,['good'],['Other']
very good,5,2025-08-11,CBE,Google Play,0.4927,positive,['good'],['Other']
❤❤❤❤❤😂,5,2025-08-10,CBE,Google Play,0.0,neutral,[],['Other']
Very interesting 🤔,5,2025-08-10,CBE,Google Play,0.4576,positive,['interesting'],['Other']
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,Google Play,0.4927,positive,"['good', 'app', 'time', 'accurate']",['User Interface & Experience']
"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,CBE,Google Play,0.3612,positive,"['app', 'atm', 'card', 'new', 'app']",['User Interface & Experience']
very bad app,1,2025-08-09,CBE,Google Play,-0.5849,negative,"['bad', 'app']",['User Interface & Experience']
good 👍,5,2025-08-09,CBE,Google Play,0.4404,positive,['good'],['Other']
good,5,2025-08-09,CBE,Google Play,0.4404,positive,['good'],['Other']
very nice app,5,2025-08-09,CBE,Google Play,0.4754,positive,"['nice', 'app']",['User Interface & Experience']
good app,5,2025-08-09,CBE,Google Play,0.4404,positive,"['good', 'app']",['User Interface & Experience']
it is the best transferring AP,5,2025-08-08,CBE,Google Play,0.6369,positive,"['good', 'transferring', 'ap']",['Other']
it's good but add some more please,3,2025-08-08,CBE,Google Play,0.653,positive,['good'],['Other']
best servis app,4,2025-08-07,CBE,Google Play,0.6369,positive,"['good', 'servis', 'app']",['User Interface & Experience']
very useful to use it from any where in the world !,5,2025-08-07,CBE,Google Play,0.54,positive,"['useful', 'world']",['Other']
ok,5,2025-08-07,CBE,Google Play,0.296,positive,[],['Other']
it very good but why block the screen shoot,5,2025-08-07,CBE,Google Play,-0.7053,negative,"['good', 'screen', 'shoot']",['Other']
Good app,5,2025-08-07,CBE,Google Play,0.4404,positive,"['good', 'app']",['User Interface & Experience']
"the most disgusting app,",1,2025-08-07,CBE,Google Play,-0.5709,negative,"['disgusting', 'app']",['User Interface & Experience']
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,Google Play,0.0,neutral,[],['Other']
👍,5,2025-08-07,CBE,Google Play,0.0,neutral,[],['Other']
good app,4,2025-08-06,CBE,Google Play,0.4404,positive,"['good', 'app']",['User Interface & Experience']
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,Google Play,0.0,neutral,"['unexpected', 'anomaly', 'unreliable', 'fintec', 'app']",['User Interface & Experience']
best one,5,2025-08-05,CBE,Google Play,0.6369,positive,[],['Other']
awesome,5,2025-08-05,CBE,Google Play,0.6249,positive,['awesome'],['Other']
so good,5,2025-08-04,CBE,Google Play,0.4927,positive,['good'],['Other']
worst experience,1,2025-08-04,CBE,Google Play,-0.6249,negative,"['bad', 'experience']",['Other']
The 1st one is CBE,5,2025-08-04,CBE,Google Play,0.0,neutral,"['1st', 'cbe']",['Other']
excellent,5,2025-08-04,CBE,Google Play,0.5719,positive,['excellent'],['Other']
nice,5,2025-08-04,CBE,Google Play,0.4215,positive,['nice'],['Other']
ok,1,2025-08-04,CBE,Google Play,0.296,positive,[],['Other']
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,CBE,Google Play,-0.6249,negative,"['bad', 'app', 'planet', 'omg', 'month']",['User Interface & Experience']
CBE,5,2025-08-04,CBE,Google Play,0.0,neutral,['cbe'],['Other']
it's good app,5,2025-08-04,CBE,Google Play,0.4404,positive,"['good', 'app']",['User Interface & Experience']
ok,5,2025-08-04,CBE,Google Play,0.296,positive,[],['Other']
Nise,5,2025-08-04,CBE,Google Play,0.0,neutral,[],['Other']
commercial Bank 🏦,5,2025-08-04,CBE,Google Play,0.0,neutral,"['commercial', 'bank']",['Other']
goood werk,5,2025-08-03,CBE,Google Play,0.0,neutral,"['goood', 'werk']",['Other']
ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,5,2025-08-03,CBE,Google Play,-0.4019,negative,['error'],['Other']
good jop,5,2025-11-27,BOA,Google Play,0.4404,positive,"['good', 'jop']",['Other']
ok,5,2025-11-27,BOA,Google Play,0.296,positive,[],['Other']
bad exprience...it is so crushed,1,2025-11-27,BOA,Google Play,-0.7973,negative,"['bad', 'exprienceit', 'crushed']",['Other']
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,BOA,Google Play,-0.4268,negative,"['user', 'friendly', 'huge', 'connectivity', 'time']",['Other']
ምንም የማይ ሰራ,1,2025-11-26,BOA,Google Play,0.0,neutral,[],['Other']
very good,5,2025-11-25,BOA,Google Play,0.4927,positive,['good'],['Other']
most of the time is not working properly,1,2025-11-25,BOA,Google Play,0.0,neutral,['time'],['Other']
good service,5,2025-11-25,BOA,Google Play,0.4404,positive,"['good', 'service']",['Customer Support']
not use for me,3,2025-11-23,BOA,Google Play,0.0,neutral,[],['Other']
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,Google Play,-0.4019,negative,"['developer', 'option', 'quiet', 'type', 'problem', 'new', 'update']",['Features']
waw,5,2025-11-21,BOA,Google Play,0.0,neutral,['waw'],['Other']
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,Google Play,-0.1531,negative,"['lag', 'unbelievable', 'suks']",['Other']
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,Google Play,-0.8834,negative,"['bad', 'bank', 'app', 'simple', 'problem', 'company', 'body', 'business', 'kind', 'app']",['User Interface & Experience']
it is a good app,5,2025-11-18,BOA,Google Play,0.4404,positive,"['good', 'app']",['User Interface & Experience']
it is not working at all,1,2025-11-15,BOA,Google Play,0.0,neutral,[],['Other']
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,Google Play,0.9142,positive,"['app', 'good', 'live', 'otp', 'code', 'code', 'app', 'self', 'fair', 'wise']",['User Interface & Experience']
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,BOA,Google Play,0.34,positive,"['app', 'security', 'question', 'page', 'day']",['User Interface & Experience']
fast and simple,5,2025-11-11,BOA,Google Play,0.0,neutral,"['fast', 'simple']",['Other']
best of best,5,2025-11-10,BOA,Google Play,0.8555,positive,"['good', 'good']",['Other']
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,BOA,Google Play,-0.5994,negative,"['wor', 'banking', 'app', 'fake', 'app', 'bad']",['User Interface & Experience']
good,4,2025-11-10,BOA,Google Play,0.4404,positive,['good'],['Other']
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,Google Play,0.4166,positive,"['feedback', 'application', 'disruption', 'issue', 'workflow', 'efficiency', 'problem', 'smoother', 'performance']",['Other']
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,BOA,Google Play,0.4404,positive,"['genuineapp', 'boa', 'ethiopia', 'digitalyworlddigitalyworld', 'thank']",['Other']
best app,5,2025-11-08,BOA,Google Play,0.6369,positive,"['good', 'app']",['User Interface & Experience']
Best app,5,2025-11-07,BOA,Google Play,0.6369,positive,"['good', 'app']",['User Interface & Experience']
"Barely works, it always fails to connect",1,2025-11-07,BOA,Google Play,-0.4215,negative,[],['Other']
my fav app,5,2025-11-07,BOA,Google Play,0.4588,positive,"['fav', 'app']",['User Interface & Experience']
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,BOA,Google Play,0.0,neutral,"['app', 'launch', 'time', 'long', 'dozen', 'bug', 'addition', 'long', 'time', 'update']","['User Interface & Experience', 'Features']"
very nice,5,2025-11-04,BOA,Google Play,0.4754,positive,['nice'],['Other']
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,Google Play,0.102,positive,"['application', 'functionality', 'card', 'management', 'well', 'good', 'idea', 'banking', 'application']",['Other']
I like,5,2025-11-02,BOA,Google Play,0.3612,positive,[],['Other']
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,Google Play,0.0,neutral,[],['Other']
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,Google Play,0.4969,positive,"['sorry', 'android', 'slow', 'bank', 'fast']",['Transaction Performance']
"the worst app ever,",1,2025-10-30,BOA,Google Play,-0.6249,negative,"['bad', 'app']",['User Interface & Experience']
better,5,2025-10-29,BOA,Google Play,0.4404,positive,[],['Other']
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,BOA,Google Play,-0.0258,neutral,"['bank', 'abyssinia', 'address', 'issue', 'mobile', 'app', 'slow', 'numerous', 'problem', 'downtime', 'user', 'experience', 'poor']","['Transaction Performance', 'User Interface & Experience']"
this app can't open? what is problem? please solve my problem?,1,2025-10-28,BOA,Google Play,-0.4291,negative,"['app', 'problem', 'problem']",['User Interface & Experience']
kiyaa makonn,5,2025-10-27,BOA,Google Play,0.0,neutral,"['kiyaa', 'makonn']",['Other']
very very lazy app,1,2025-10-26,BOA,Google Play,-0.4716,negative,"['lazy', 'app']",['User Interface & Experience']
telebirr remittance,5,2025-10-24,BOA,Google Play,0.0,neutral,"['telebirr', 'remittance']",['Other']
The best bank in 🇪🇹,5,2025-10-23,BOA,Google Play,0.6369,positive,"['good', 'bank']",['Other']
its good,5,2025-10-22,BOA,Google Play,0.4404,positive,['good'],['Other']
the worst app in my financial experience.,1,2025-10-22,BOA,Google Play,-0.6249,negative,"['bad', 'app', 'financial', 'experience']",['User Interface & Experience']
good for mb appliciation,5,2025-10-21,BOA,Google Play,0.4404,positive,"['good', 'mb', 'appliciation']",['Other']
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,Google Play,-0.9107,negative,"['bad', 'bank', 'dual', 'sim', 'stupid', 'greedy']",['Other']
try to easy network,4,2025-10-17,BOA,Google Play,0.4404,positive,"['easy', 'network']",['User Interface & Experience']
hussen hassen umer,5,2025-10-16,BOA,Google Play,0.0,neutral,"['hussen', 'hassen', 'umer']",['Other']
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,BOA,Google Play,0.4404,positive,"['app', 'suitable', 'good', 'ui', 'design', 'large', 'bank', 'app', 'professional', 'ui', 'fast', 'appropriate']",['User Interface & Experience']
an exceptional banking app.,5,2025-10-16,BOA,Google Play,0.0,neutral,"['exceptional', 'banking', 'app']",['User Interface & Experience']
alhamdulilah,5,2025-10-11,BOA,Google Play,0.0,neutral,['alhamdulilah'],['Other']
poor,5,2025-10-11,BOA,Google Play,-0.4767,negative,['poor'],['Other']
Best of best,5,2025-10-09,BOA,Google Play,0.8555,positive,"['good', 'good']",['Other']
from the last week updates the app is not working Please check the problems,1,2025-10-08,BOA,Google Play,-0.5664,negative,"['week', 'app', 'problem']",['User Interface & Experience']
It's always crushing,1,2025-10-08,BOA,Google Play,-0.3612,negative,[],['Other']
office branches have to improve their services please,4,2025-10-07,BOA,Google Play,0.6369,positive,"['office', 'branch', 'service']",['Customer Support']
♥️♥️,5,2025-10-05,BOA,Google Play,0.0,neutral,[],['Other']
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,BOA,Google Play,0.4404,positive,"['boa', 'customer', 'money']",['Customer Support']
it needs a timely update,5,2025-10-03,BOA,Google Play,0.0,neutral,"['timely', 'update']",['Features']
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,BOA,Google Play,-0.6794,negative,"['person', 'money', 'receipt', 'difficult', 'different', 'people', 'different', 'bank', 'difficult', 'account', 'sender']",['Account Access Issues']
Like,5,2025-10-01,BOA,Google Play,0.3612,positive,[],['Other']
I can't type my otp on it.,1,2025-10-01,BOA,Google Play,0.0,neutral,['otp'],['Other']
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,Google Play,0.1757,positive,"['bank', 'app', 'ethiopia', 'ethiopian', 'phone', 'number', 'boa', 'account', 'email', 'address', 'phone', 'ethio', 'phone', 'number', 'fear', 'phone', 'device', 'code', 'ethio', 'number', 'bank', 'app', 'diaspora', 'community', 'ur', 'app']","['Account Access Issues', 'User Interface & Experience']"
jaajja,4,2025-09-30,BOA,Google Play,0.0,neutral,['jaajja'],['Other']
I love this bank the best experience ever.,5,2025-09-28,BOA,Google Play,0.8555,positive,"['bank', 'good', 'experience']",['Other']
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,Google Play,-0.5667,negative,"['previous', 'version']",['Other']
easy and fast,5,2025-09-24,BOA,Google Play,0.4404,positive,"['easy', 'fast']",['User Interface & Experience']
Great,5,2025-09-20,BOA,Google Play,0.6249,positive,['great'],['Other']
mobile banking,5,2025-09-19,BOA,Google Play,0.0,neutral,"['mobile', 'banking']",['Other']
very good,5,2025-09-18,BOA,Google Play,0.4927,positive,['good'],['Other']
😎,5,2025-09-18,BOA,Google Play,0.0,neutral,[],['Other']
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,Google Play,0.0,neutral,"['alot', 'connection', 'device', 'lug', 'connection']",['Other']
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,BOA,Google Play,0.5656,positive,"['io', 'perfect', 'android', 'barley', 'issue', 'beloved', 'bank', 'abyssinia']",['Other']
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,Google Play,0.0,neutral,"['update', 'app', 'lot', 'slow', 'opening', 'loading']","['Transaction Performance', 'User Interface & Experience', 'Features']"
none,5,2025-09-14,BOA,Google Play,0.0,neutral,[],['Other']
good,2,2025-09-13,BOA,Google Play,0.4404,positive,['good'],['Other']
good,5,2025-09-12,BOA,Google Play,0.4404,positive,['good'],['Other']
very good app i ever used,5,2025-09-12,BOA,Google Play,0.4927,positive,"['good', 'app']",['User Interface & Experience']
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,BOA,Google Play,0.8271,positive,"['nice', 'app', 'transaction', 'limit', 'boa', 'app', 'activation', 'stage', 'smsng', 'mobile', 'phone', 'safe']","['Transaction Performance', 'User Interface & Experience']"
zedo,5,2025-09-11,BOA,Google Play,0.0,neutral,['zedo'],['Other']
please open my mobile app,5,2025-09-10,BOA,Google Play,0.3182,positive,"['mobile', 'app']",['User Interface & Experience']
it doesn't open,1,2025-09-10,BOA,Google Play,0.0,neutral,[],['Other']
Very Good,5,2025-09-09,BOA,Google Play,0.4927,positive,['good'],['Other']
masha alla,5,2025-09-08,BOA,Google Play,0.0,neutral,"['masha', 'alla']",['Other']
Best banking transaction application in Ethiopia !,5,2025-09-05,BOA,Google Play,0.6696,positive,"['good', 'banking', 'transaction', 'application', 'ethiopia']",['Transaction Performance']
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,Google Play,0.0,neutral,[],['Other']
tamaam kamal,1,2025-09-04,BOA,Google Play,0.0,neutral,"['tamaam', 'kamal']",['Other']
በጣም ሐሪፍ,5,2025-09-03,BOA,Google Play,0.0,neutral,[],['Other']
great 👍,5,2025-09-02,BOA,Google Play,0.6249,positive,['great'],['Other']
goof,4,2025-09-01,BOA,Google Play,0.0,neutral,['goof'],['Other']
absiniya banki,5,2025-08-29,BOA,Google Play,0.0,neutral,"['absiniya', 'banki']",['Other']
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,Google Play,0.0,neutral,"['issue', 'installation', 'tecno', 'common']",['Other']
One of the best in this business,5,2025-08-25,BOA,Google Play,0.6369,positive,"['good', 'business']",['Other']
Excellent,5,2025-08-20,BOA,Google Play,0.5719,positive,['excellent'],['Other']
besat🥰,5,2025-08-19,BOA,Google Play,0.0,neutral,[],['Other']
unlimited experience,5,2025-08-18,BOA,Google Play,0.0,neutral,"['unlimited', 'experience']",['Other']
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,Google Play,0.7383,positive,"['bank', 'good', 'job', 'bc', 'joke', 'app', 'review', 'u', 'boa', 'update', 'suggestion', 'password', 'final', 'step', 'money', 'secure', 'way']","['Account Access Issues', 'User Interface & Experience', 'Features']"
very nice mobile banking app my favourite,5,2025-08-16,BOA,Google Play,0.4754,positive,"['nice', 'mobile', 'banking', 'app', 'favourite']",['User Interface & Experience']
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,Google Play,0.0,neutral,[],['Other']
best apps,5,2025-08-15,BOA,Google Play,0.6369,positive,"['good', 'app']",['User Interface & Experience']
the worst app ever to exist in a bank history,1,2025-08-15,BOA,Google Play,-0.6249,negative,"['bad', 'app', 'bank', 'history']",['User Interface & Experience']
thank you,5,2025-08-14,BOA,Google Play,0.3612,positive,[],['Other']
Best mobile app in the country,5,2025-08-14,BOA,Google Play,0.6369,positive,"['good', 'mobile', 'app', 'country']",['User Interface & Experience']
not fast,2,2025-08-12,BOA,Google Play,0.0,neutral,['fast'],['Other']
keeps freezing at the front page.,1,2025-08-10,BOA,Google Play,-0.1027,negative,['page'],['Other']
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,BOA,Google Play,0.0772,positive,"['redminote', 'pro']",['Other']
abseniya bank app,5,2025-08-08,BOA,Google Play,0.0,neutral,"['abseniya', 'bank', 'app']",['User Interface & Experience']
good,5,2025-08-05,BOA,Google Play,0.4404,positive,['good'],['Other']
yes goode app,5,2025-08-03,BOA,Google Play,0.4019,positive,"['goode', 'app']",['User Interface & Experience']
Great App,5,2025-08-02,BOA,Google Play,0.6249,positive,"['great', 'app']",['User Interface & Experience']
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,Google Play,-0.8168,negative,"['century', 'update', 'annoying', 'password', 'step', 'confirmation', 'money', 'music', 'app', 'bad', 'mobile', 'banking', 'app', 'bug', 'issue']","['Account Access Issues', 'User Interface & Experience', 'Features']"
ረጀብነሱ,1,2025-07-31,BOA,Google Play,0.0,neutral,[],['Other']
The Worst Mobile Banking App.,1,2025-07-31,BOA,Google Play,-0.6249,negative,"['bad', 'mobile', 'banking', 'app']",['User Interface & Experience']
giod,5,2025-07-30,BOA,Google Play,0.0,neutral,['giod'],['Other']
best bank in ethiopia,5,2025-07-29,BOA,Google Play,0.6369,positive,"['good', 'bank', 'ethiopia']",['Other']
waqayyoo,5,2025-07-28,BOA,Google Play,0.0,neutral,['waqayyoo'],['Other']
please is not working,2,2025-07-27,BOA,Google Play,0.3182,positive,[],['Other']
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,BOA,Google Play,0.0,neutral,"['apk', 'date']",['Other']
I can log in from any where,5,2025-07-23,BOA,Google Play,0.0,neutral,[],['Other']
😇,3,2025-07-21,BOA,Google Play,0.0,neutral,[],['Other']
no proplem,5,2025-07-20,BOA,Google Play,-0.296,negative,['proplem'],['Other']
👍👍👍,5,2025-07-20,BOA,Google Play,0.0,neutral,[],['Other']
excellent app,5,2025-07-18,BOA,Google Play,0.5719,positive,"['excellent', 'app']",['User Interface & Experience']
good work,5,2025-07-15,BOA,Google Play,0.4404,positive,"['good', 'work']",['Other']
☹️,5,2025-07-15,BOA,Google Play,0.0,neutral,[],['Other']
excellent,5,2025-07-14,BOA,Google Play,0.5719,positive,['excellent'],['Other']
Great BoA,5,2025-07-14,BOA,Google Play,0.6249,positive,"['great', 'boa']",['Other']
Good,5,2025-07-14,BOA,Google Play,0.4404,positive,['good'],['Other']
Okay,4,2025-07-13,BOA,Google Play,0.2263,positive,[],['Other']
not working,1,2025-07-12,BOA,Google Play,0.0,neutral,[],['Other']
This App is Getting worse and worse with every update,2,2025-07-11,BOA,Google Play,-0.7351,negative,"['app', 'bad', 'bad', 'update']","['User Interface & Experience', 'Features']"
ምርጥ ነው,1,2025-07-10,BOA,Google Play,0.0,neutral,[],['Other']
nice,5,2025-07-10,BOA,Google Play,0.4215,positive,['nice'],['Other']
Best app,5,2025-07-08,BOA,Google Play,0.6369,positive,"['good', 'app']",['User Interface & Experience']
meku,5,2025-07-07,BOA,Google Play,0.0,neutral,['meku'],['Other']
nice,4,2025-07-04,BOA,Google Play,0.4215,positive,['nice'],['Other']
awasome app go a head,5,2025-07-04,BOA,Google Play,0.0,neutral,"['awasome', 'app', 'head']",['User Interface & Experience']
😎,5,2025-07-03,BOA,Google Play,0.0,neutral,[],['Other']
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,BOA,Google Play,-0.7964,negative,"['hell', 'time', 'long', 'time']",['Other']
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,BOA,Google Play,-0.3506,negative,"['app', 'nice', 'easy', 'time', 'error', 'device', 'connectivity']",['User Interface & Experience']
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,Google Play,-0.1415,negative,"['easy', 'nice', 'app', 'previouse', 'recent', 'time', 'loading', 'problem']",['User Interface & Experience']
wow,5,2025-07-01,BOA,Google Play,0.5859,positive,[],['Other']
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,BOA,Google Play,-0.8126,negative,"['bad', 'mba', 'app', 'crush', 'problem', 'week']",['User Interface & Experience']
amazing Banks App👌👌,3,2025-06-25,BOA,Google Play,0.5859,positive,"['amazing', 'bank']",['Other']
goof,5,2025-06-25,BOA,Google Play,0.0,neutral,['goof'],['Other']
good App fore me,5,2025-06-25,BOA,Google Play,0.4404,positive,"['good', 'app']",['User Interface & Experience']
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,BOA,Google Play,0.0,neutral,"['uninterested', 'developer', 'mode', 'developer', 'option', 'app']","['User Interface & Experience', 'Features']"
fantastic,5,2025-06-22,BOA,Google Play,0.5574,positive,['fantastic'],['Other']
👍,4,2025-06-21,BOA,Google Play,0.0,neutral,[],['Other']
it's nice to use.,5,2025-06-21,BOA,Google Play,0.4215,positive,['nice'],['Other']
app doesn't start,1,2025-06-21,BOA,Google Play,0.0,neutral,['app'],['User Interface & Experience']
Excellent application,5,2025-06-18,BOA,Google Play,0.5719,positive,"['excellent', 'application']",['Other']
its very bad app its very slow,1,2025-06-17,BOA,Google Play,-0.5849,negative,"['bad', 'app', 'slow']","['Transaction Performance', 'User Interface & Experience']"
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,BOA,Google Play,0.0,neutral,[],['Other']
good,1,2025-06-15,BOA,Google Play,0.4404,positive,['good'],['Other']
Good job!,5,2025-06-13,BOA,Google Play,0.4926,positive,"['good', 'job']",['Other']
best financial app.,5,2025-06-12,BOA,Google Play,0.6369,positive,"['good', 'financial', 'app']",['User Interface & Experience']
ቆንጆ ነው በርቱ,5,2025-06-11,BOA,Google Play,0.0,neutral,[],['Other']
